province,obvs_start,obvs_end,outbreak,exp_start,exp_end
Kinshasa,2010_1,2020_47,2017_47,2013_15,2013_15
Kinshasa,2010_1,2020_47,2017_47,2013_25,2013_27
Kinshasa,2010_1,2020_47,2017_47,2013_37,2013_37
Kinshasa,2010_1,2020_47,2017_47,2013_46,2015_4
Kinshasa,2010_1,2020_47,2017_47,2015_11,2018_10
Kinshasa,2010_1,2020_47,2017_47,2018_18,2020_20
Kinshasa,2010_1,2020_47,2017_48,2010_19,2010_22
Kinshasa,2010_1,2020_47,2017_48,2010_39,2010_39
Kinshasa,2010_1,2020_47,2017_48,2011_2,2011_9
Kinshasa,2010_1,2020_47,2017_48,2011_16,2012_12
Kinshasa,2010_1,2020_47,2017_48,2012_19,2013_7
Kinshasa,2010_1,2020_47,2017_48,2013_15,2013_15
Kinshasa,2010_1,2020_47,2017_48,2013_25,2013_27
Kinshasa,2010_1,2020_47,2017_48,2013_37,2013_37
Kinshasa,2010_1,2020_47,2017_48,2013_46,2015_4
Kinshasa,2010_1,2020_47,2017_48,2015_11,2018_10
Kinshasa,2010_1,2020_47,2017_48,2018_18,2020_20
Kinshasa,2010_1,2020_47,2018_6,2010_19,2010_22
Kinshasa,2010_1,2020_47,2018_6,2010_39,2010_39
Kinshasa,2010_1,2020_47,2018_6,2011_2,2011_9
Kinshasa,2010_1,2020_47,2018_6,2011_16,2012_12
Kinshasa,2010_1,2020_47,2018_6,2012_19,2013_7
Kinshasa,2010_1,2020_47,2018_6,2013_15,2013_15
Kinshasa,2010_1,2020_47,2018_6,2013_25,2013_27
Kinshasa,2010_1,2020_47,2018_6,2013_37,2013_37
Kinshasa,2010_1,2020_47,2018_6,2013_46,2015_4
Kinshasa,2010_1,2020_47,2018_6,2015_11,2018_10
Kinshasa,2010_1,2020_47,2018_6,2018_18,2020_20
Kinshasa,2010_1,2020_47,2018_6,2010_19,2010_22
Kinshasa,2010_1,2020_47,2018_6,2010_39,2010_39
Kinshasa,2010_1,2020_47,2018_6,2011_2,2011_9
Kinshasa,2010_1,2020_47,2018_6,2011_16,2012_12
Kinshasa,2010_1,2020_47,2018_6,2012_19,2013_7
Kinshasa,2010_1,2020_47,2018_6,2013_15,2013_15
Kinshasa,2010_1,2020_47,2018_6,2013_25,2013_27
Kinshasa,2010_1,2020_47,2018_6,2013_37,2013_37
Kinshasa,2010_1,2020_47,2018_6,2013_46,2015_4
Kinshasa,2010_1,2020_47,2018_6,2015_11,2018_10
Kinshasa,2010_1,2020_47,2018_6,2018_18,2020_20
Kinshasa,2010_1,2020_47,2018_6,2010_19,2010_22
Kinshasa,2010_1,2020_47,2018_6,2010_39,2010_39
Kinshasa,2010_1,2020_47,2018_6,2011_2,2011_9
Kinshasa,2010_1,2020_47,2018_6,2011_16,2012_12
Kinshasa,2010_1,2020_47,2018_6,2012_19,2013_7
Kinshasa,2010_1,2020_47,2018_6,2013_15,2013_15
Kinshasa,2010_1,2020_47,2018_6,2013_25,2013_27
Kinshasa,2010_1,2020_47,2018_6,2013_37,2013_37
Kinshasa,2010_1,2020_47,2018_6,2013_46,2015_4
Kinshasa,2010_1,2020_47,2018_6,2015_11,2018_10
Kinshasa,2010_1,2020_47,2018_6,2018_18,2020_20
Kinshasa,2010_1,2020_47,2018_6,2010_19,2010_22
Kinshasa,2010_1,2020_47,2018_6,2010_39,2010_39
Kinshasa,2010_1,2020_47,2018_6,2011_2,2011_9
Kinshasa,2010_1,2020_47,2018_6,2011_16,2012_12
Kinshasa,2010_1,2020_47,2018_6,2012_19,2013_7
Kinshasa,2010_1,2020_47,2018_6,2013_15,2013_15
Kinshasa,2010_1,2020_47,2018_6,2013_25,2013_27
Kinshasa,2010_1,2020_47,2018_6,2013_37,2013_37
Kinshasa,2010_1,2020_47,2018_6,2013_46,2015_4
Kinshasa,2010_1,2020_47,2018_6,2015_11,2018_10
Kinshasa,2010_1,2020_47,2018_6,2018_18,2020_20
Kinshasa,2010_1,2020_47,2018_9,2010_19,2010_22
Kinshasa,2010_1,2020_47,2018_9,2010_39,2010_39
Kinshasa,2010_1,2020_47,2018_9,2011_2,2011_9
Kinshasa,2010_1,2020_47,2018_9,2011_16,2012_12
Kinshasa,2010_1,2020_47,2018_9,2012_19,2013_7
Kinshasa,2010_1,2020_47,2018_9,2013_15,2013_15
Kinshasa,2010_1,2020_47,2018_9,2013_25,2013_27
Kinshasa,2010_1,2020_47,2018_9,2013_37,2013_37
Kinshasa,2010_1,2020_47,2018_9,2013_46,2015_4
Kinshasa,2010_1,2020_47,2018_9,2015_11,2018_10
Kinshasa,2010_1,2020_47,2018_9,2018_18,2020_20
Kinshasa,2010_1,2020_47,2018_13,2010_19,2010_22
Kinshasa,2010_1,2020_47,2018_13,2010_39,2010_39
Kinshasa,2010_1,2020_47,2018_13,2011_2,2011_9
Kinshasa,2010_1,2020_47,2018_13,2011_16,2012_12
Kinshasa,2010_1,2020_47,2018_13,2012_19,2013_7
Kinshasa,2010_1,2020_47,2018_13,2013_15,2013_15
Kinshasa,2010_1,2020_47,2018_13,2013_25,2013_27
Kinshasa,2010_1,2020_47,2018_13,2013_37,2013_37
Kinshasa,2010_1,2020_47,2018_13,2013_46,2015_4
Kinshasa,2010_1,2020_47,2018_13,2015_11,2018_10
Kinshasa,2010_1,2020_47,2018_13,2018_18,2020_20
Kongo-Central,2010_1,2020_47,2012_6,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2012_6,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2012_6,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2012_6,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2012_6,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2012_6,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2012_6,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2012_6,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2012_6,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2012_6,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2012_6,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2012_6,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2012_6,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2012_6,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2012_6,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2012_6,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2012_6,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2012_6,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2012_6,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2012_6,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2012_6,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2012_6,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2012_6,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2012_6,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2012_6,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2012_6,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2012_6,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2012_6,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2012_6,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2012_6,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2012_6,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2012_6,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2012_6,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2012_6,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2012_6,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2012_6,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2012_6,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2012_6,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2012_7,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2012_7,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2012_7,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2012_7,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2012_7,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2012_7,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2012_7,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2012_7,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2012_7,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2012_7,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2012_7,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2012_7,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2012_7,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2012_7,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2012_7,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2012_7,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2012_7,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2012_7,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2012_7,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2012_15,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2012_15,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2012_15,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2012_15,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2012_15,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2012_15,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2012_15,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2012_15,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2012_15,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2012_15,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2012_15,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2012_15,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2012_15,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2012_15,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2012_15,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2012_15,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2012_15,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2012_15,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2012_15,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2012_23,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2012_23,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2012_23,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2012_23,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2012_23,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2012_23,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2012_23,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2012_23,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2012_23,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2012_23,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2012_23,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2012_23,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2012_23,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2012_23,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2012_23,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2012_23,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2012_23,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2012_23,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2012_23,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2012_27,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2012_27,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2012_27,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2012_27,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2012_27,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2012_27,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2012_27,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2012_27,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2012_27,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2012_27,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2012_27,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2012_27,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2012_27,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2012_27,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2012_27,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2012_27,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2012_27,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2012_27,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2012_27,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2012_31,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2012_31,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2012_31,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2012_31,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2012_31,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2012_31,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2012_31,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2012_31,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2012_31,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2012_31,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2012_31,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2012_31,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2012_31,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2012_31,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2012_31,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2012_31,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2012_31,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2012_31,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2012_31,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2012_36,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2012_36,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2012_36,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2012_36,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2012_36,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2012_36,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2012_36,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2012_36,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2012_36,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2012_36,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2012_36,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2012_36,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2012_36,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2012_36,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2012_36,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2012_36,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2012_36,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2012_36,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2012_36,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2017_9,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2017_9,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2017_9,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2017_9,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2017_9,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2017_9,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2017_9,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2017_9,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2017_9,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2017_9,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2017_9,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2017_9,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2017_9,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2017_9,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2017_9,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2017_9,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2017_9,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2017_9,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2017_9,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2017_9,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2017_9,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2017_9,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2017_9,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2017_9,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2017_9,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2017_9,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2017_9,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2017_9,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2017_9,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2017_9,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2017_9,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2017_9,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2017_9,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2017_9,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2017_9,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2017_9,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2017_9,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2017_9,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2017_24,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2017_24,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2017_24,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2017_24,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2017_24,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2017_24,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2017_24,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2017_24,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2017_24,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2017_24,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2017_24,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2017_24,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2017_24,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2017_24,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2017_24,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2017_24,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2017_24,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2017_24,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2017_24,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2017_24,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2017_24,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2017_24,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2017_24,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2017_24,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2017_24,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2017_24,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2017_24,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2017_24,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2017_24,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2017_24,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2017_24,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2017_24,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2017_24,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2017_24,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2017_24,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2017_24,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2017_24,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2017_24,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2017_31,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2017_31,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2017_31,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2017_31,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2017_31,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2017_31,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2017_31,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2017_31,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2017_31,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2017_31,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2017_31,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2017_31,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2017_31,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2017_31,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2017_31,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2017_31,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2017_31,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2017_31,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2017_31,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2017_40,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2017_40,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2017_40,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2017_40,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2017_40,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2017_40,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2017_40,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2017_40,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2017_40,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2017_40,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2017_40,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2017_40,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2017_40,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2017_40,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2017_40,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2017_40,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2017_40,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2017_40,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2017_40,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2017_42,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2017_42,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2017_42,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2017_42,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2017_42,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2017_42,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2017_42,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2017_42,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2017_42,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2017_42,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2017_42,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2017_42,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2017_42,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2017_42,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2017_42,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2017_42,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2017_42,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2017_42,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2017_42,2020_16,2020_17
Kongo-Central,2010_1,2020_47,2018_13,2011_18,2011_18
Kongo-Central,2010_1,2020_47,2018_13,2011_31,2011_31
Kongo-Central,2010_1,2020_47,2018_13,2012_7,2012_7
Kongo-Central,2010_1,2020_47,2018_13,2012_39,2012_45
Kongo-Central,2010_1,2020_47,2018_13,2013_19,2013_19
Kongo-Central,2010_1,2020_47,2018_13,2014_8,2014_8
Kongo-Central,2010_1,2020_47,2018_13,2014_20,2014_20
Kongo-Central,2010_1,2020_47,2018_13,2014_37,2014_38
Kongo-Central,2010_1,2020_47,2018_13,2015_10,2015_21
Kongo-Central,2010_1,2020_47,2018_13,2015_46,2015_51
Kongo-Central,2010_1,2020_47,2018_13,2016_8,2016_8
Kongo-Central,2010_1,2020_47,2018_13,2016_24,2016_24
Kongo-Central,2010_1,2020_47,2018_13,2016_38,2017_10
Kongo-Central,2010_1,2020_47,2018_13,2017_18,2017_38
Kongo-Central,2010_1,2020_47,2018_13,2017_46,2018_1
Kongo-Central,2010_1,2020_47,2018_13,2018_13,2018_20
Kongo-Central,2010_1,2020_47,2018_13,2018_33,2019_6
Kongo-Central,2010_1,2020_47,2018_13,2019_16,2020_8
Kongo-Central,2010_1,2020_47,2018_13,2020_16,2020_17
Kwilu,2010_1,2020_47,2017_33,2011_17,2011_21
Kwilu,2010_1,2020_47,2017_33,2011_51,2012_1
Kwilu,2010_1,2020_47,2017_33,2012_21,2012_24
Kwilu,2010_1,2020_47,2017_33,2012_43,2012_43
Kwilu,2010_1,2020_47,2017_33,2013_11,2013_11
Kwilu,2010_1,2020_47,2017_33,2013_28,2013_28
Kwilu,2010_1,2020_47,2017_33,2014_8,2014_8
Kwilu,2010_1,2020_47,2017_33,2014_31,2014_37
Kwilu,2010_1,2020_47,2017_33,2015_11,2015_11
Kwilu,2010_1,2020_47,2017_33,2015_21,2015_31
Kwilu,2010_1,2020_47,2017_33,2015_39,2015_50
Kwilu,2010_1,2020_47,2017_33,2016_35,2016_35
Kwilu,2010_1,2020_47,2017_33,2016_51,2017_3
Kwilu,2010_1,2020_47,2017_33,2017_16,2017_24
Kwilu,2010_1,2020_47,2017_33,2017_32,2017_32
Kwilu,2010_1,2020_47,2017_33,2017_51,2017_51
Kwilu,2010_1,2020_47,2017_33,2018_9,2018_9
Kwilu,2010_1,2020_47,2017_33,2018_34,2018_34
Kwilu,2010_1,2020_47,2017_33,2018_51,2019_2
Kwilu,2010_1,2020_47,2017_33,2019_14,2019_27
Kwilu,2010_1,2020_47,2017_33,2019_43,2019_43
Kwilu,2010_1,2020_47,2017_33,2020_3,2020_9
Lualaba,2010_1,2020_47,2020_16,2010_32,2010_32
Lualaba,2010_1,2020_47,2020_16,2011_30,2011_35
Lualaba,2010_1,2020_47,2020_16,2011_48,2011_48
Lualaba,2010_1,2020_47,2020_16,2012_4,2012_4
Lualaba,2010_1,2020_47,2020_16,2012_45,2012_45
Lualaba,2010_1,2020_47,2020_16,2013_1,2013_1
Lualaba,2010_1,2020_47,2020_16,2013_18,2013_18
Lualaba,2010_1,2020_47,2020_16,2013_30,2013_30
Lualaba,2010_1,2020_47,2020_16,2013_38,2013_39
Lualaba,2010_1,2020_47,2020_16,2013_48,2014_1
Lualaba,2010_1,2020_47,2020_16,2014_8,2014_12
Lualaba,2010_1,2020_47,2020_16,2014_20,2014_31
Lualaba,2010_1,2020_47,2020_16,2014_49,2014_49
Lualaba,2010_1,2020_47,2020_16,2015_31,2015_38
Lualaba,2010_1,2020_47,2020_16,2015_52,2015_52
Lualaba,2010_1,2020_47,2020_16,2016_15,2016_26
Lualaba,2010_1,2020_47,2020_16,2017_13,2017_16
Lualaba,2010_1,2020_47,2020_16,2017_37,2017_41
Lualaba,2010_1,2020_47,2020_16,2018_3,2018_3
